# Total number of events: 20546

             -788400                   1                   4                   4
            -2365200                   1                 156                 156
            -3942000                   1                 421                 421
            -5518800                   1                 585                 585
            -7095600                   1                 713                 713
            -8672400                   1                 747                 747
           -10249200                   1                 747                 747
           -11826000                   1                 753                 753
           -13402800                   1                 795                 795
           -14979600                   1                 766                 766
           -16556400                   1                 714                 714
           -18133200                   1                 667                 667
           -19710000                   1                 649                 649
           -21286800                   1                 647                 647
           -22863600                   1                 589                 589
           -24440400                   1                 563                 563
           -26017200                   1                 538                 538
           -27594000                   1                 504                 504
           -29170800                   1                 517                 517
           -30747600                   1                 449                 449
           -32324400                   1                 450                 450
           -33901200                   1                 423                 423
           -35478000                   1                 392                 392
           -37054800                   1                 393                 393
           -38631600                   1                 326                 326
           -40208400                   1                 330                 330
           -41785200                   1                 321                 321
           -43362000                   1                 304                 304
           -44938800                   1                 303                 303
           -46515600                   1                 281                 281
           -48092400                   1                 296                 296
           -49669200                   1                 264                 264
           -51246000                   1                 240                 240
           -52822800                   1                 217                 217
           -54399600                   1                 217                 217
           -55976400                   1                 183                 183
           -57553200                   1                 201                 201
           -59130000                   1                 218                 218
           -60706800                   1                 189                 189
           -62283600                   1                 183                 183
           -63860400                   1                 171                 171
           -65437200                   1                 172                 172
           -67014000                   1                 153                 153
           -68590800                   1                 129                 129
           -70167600                   1                 125                 125
           -71744400                   1                 129                 129
           -73321200                   1                 134                 134
           -74898000                   1                 127                 127
           -76474800                   1                 111                 111
           -78051600                   1                 114                 114
           -79628400                   1                 103                 103
           -81205200                   1                  84                  84
           -82782000                   1                  91                  91
           -84358800                   1                  84                  84
           -85935600                   1                  77                  77
           -87512400                   1                  93                  93
           -89089200                   1                  79                  79
           -90666000                   1                  84                  84
           -92242800                   1                  87                  87
           -93819600                   1                  77                  77
           -95396400                   1                  71                  71
           -96973200                   1                  66                  66
           -98550000                   1                  53                  53
          -100126800                   1                  46                  46
          -101703600                   1                  55                  55
          -103280400                   1                  51                  51
          -104857200                   1                  48                  48
          -106434000                   1                  33                  33
          -108010800                   1                  35                  35
          -109587600                   1                  43                  43
          -111164400                   1                  36                  36
          -112741200                   1                  32                  32
          -114318000                   1                  35                  35
          -115894800                   1                  24                  24
          -117471600                   1                  34                  34
          -119048400                   1                  35                  35
          -120625200                   1                  39                  39
          -122202000                   1                  26                  26
          -123778800                   1                  30                  30
          -125355600                   1                  21                  21
          -126932400                   1                  18                  18
          -128509200                   1                  19                  19
          -130086000                   1                  16                  16
          -131662800                   1                  24                  24
          -133239600                   1                  21                  21
          -134816400                   1                  21                  21
          -136393200                   1                  17                  17
          -137970000                   1                  11                  11
          -139546800                   1                  14                  14
          -141123600                   1                  16                  16
          -142700400                   1                   8                   8
          -144277200                   1                   7                   7
          -145854000                   1                  11                  11
          -147430800                   1                   9                   9
          -149007600                   1                   7                   7
          -150584400                   1                  16                  16
          -152161200                   1                   4                   4
          -153738000                   1                   7                   7
          -155314800                   1                   4                   4
          -156891600                   1                   4                   4
